Date: 2013/09/18 | Time (start): 16:43:20,472 | Time (end): 16:43:21,672 | Measuring frequency (Hz): 1000 | Sample pr. channel: 100
Profile: 3 | Direction: Forward | Load: Sledgehammer (6.3 kg) | Receiver spacing: 1 m | Source offset: 10 m
Test site: Arnarbaeli, South Iceland 
Other: 

Analog input:
Dev1/ai0	Dev1/ai1	Dev1/ai2	Dev1/ai3	Dev1/ai4	Dev1/ai5	Dev1/ai6	Dev1/ai7	Dev1/ai16	Dev1/ai17	Dev1/ai18	Dev1/ai19	Dev1/ai20	Dev1/ai21	Dev1/ai22	Dev1/ai23	#Dev2/ai0	Dev2/ai1	Dev2/ai2	Dev2/ai3	Dev2/ai4	Dev2/ai5	Dev2/ai6	Dev2/ai7
0.001646	-0.001515	-0.003753	0.009251	0.006189	-0.011918	-0.002469	0.000757	0.003226	0.003654	0.002140	0.000757	-0.001284	-0.001284	-0.000000	-0.001054	-0.002375	0.000358	0.002695	0.000720	-0.001453	-0.000268	0.001411	0.002037
0.001514	-0.001054	-0.004050	0.007835	0.007868	-0.011589	-0.003227	0.000395	0.003061	0.003621	0.002469	0.000889	-0.000922	-0.001449	-0.000033	-0.000889	-0.002506	-0.000070	0.002596	0.001115	-0.001387	-0.000531	0.001148	0.001971
0.001382	-0.000560	-0.004148	0.006387	0.009284	-0.010897	-0.004017	0.000098	0.002765	0.003588	0.002732	0.000954	-0.000659	-0.001614	-0.000033	-0.000659	-0.002539	-0.000432	0.002432	0.001444	-0.001222	-0.000696	0.000917	0.001905
0.001152	-0.000165	-0.004116	0.004740	0.010469	-0.009910	-0.004873	-0.000231	0.002535	0.003621	0.002963	0.001053	-0.000362	-0.001778	-0.000099	-0.000461	-0.002539	-0.000893	0.002201	0.001806	-0.000992	-0.000926	0.000654	0.001773
0.000954	0.000296	-0.004050	0.003061	0.011292	-0.008659	-0.005663	-0.000494	0.002238	0.003522	0.003193	0.000987	-0.000165	-0.001778	-0.000198	-0.000231	-0.002440	-0.001255	0.001905	0.002070	-0.000761	-0.001025	0.000424	0.001576
0.000757	0.000625	-0.003885	0.001448	0.011852	-0.007111	-0.006420	-0.000758	0.001909	0.003424	0.003391	0.001053	0.000164	-0.001811	-0.000330	-0.000099	-0.002342	-0.001650	0.001543	0.002300	-0.000399	-0.001124	0.000160	0.001444
0.000592	0.000987	-0.003589	-0.000099	0.012049	-0.005367	-0.007177	-0.000955	0.001514	0.003325	0.003456	0.001086	0.000461	-0.001745	-0.000527	0.000033	-0.002078	-0.001881	0.001181	0.002465	-0.000037	-0.001222	-0.000103	0.001280
0.000362	0.001284	-0.003325	-0.001515	0.011917	-0.003424	-0.007770	-0.001317	0.001119	0.003094	0.003489	0.001152	0.000724	-0.001614	-0.000659	0.000131	-0.001848	-0.002144	0.000753	0.002531	0.000325	-0.001222	-0.000399	0.001049
0.000164	0.001514	-0.002963	-0.002832	0.011588	-0.001416	-0.008297	-0.001548	0.000658	0.002897	0.003456	0.001284	0.000921	-0.001449	-0.000823	0.000197	-0.001617	-0.002309	0.000358	0.002563	0.000654	-0.001189	-0.000564	0.000819
-0.000000	0.001745	-0.002568	-0.004050	0.010864	0.000691	-0.008692	-0.001844	0.000263	0.002600	0.003456	0.001415	0.001086	-0.001120	-0.001054	0.000197	-0.001288	-0.002375	-0.000169	0.002465	0.001016	-0.001091	-0.000761	0.000555
-0.000099	0.001942	-0.002173	-0.005004	0.009942	0.002666	-0.008889	-0.002239	-0.000132	0.002304	0.003325	0.001580	0.001317	-0.000856	-0.001186	0.000197	-0.000959	-0.002440	-0.000564	0.002267	0.001345	-0.000959	-0.000959	0.000325
-0.000231	0.002107	-0.001712	-0.005762	0.008790	0.004740	-0.008889	-0.002733	-0.000560	0.001909	0.003193	0.001745	0.001415	-0.000593	-0.001383	0.000131	-0.000696	-0.002440	-0.000926	0.002037	0.001642	-0.000794	-0.001124	0.000094
-0.000264	0.002140	-0.001251	-0.006354	0.007473	0.006584	-0.008692	-0.003128	-0.000922	0.001547	0.003028	0.002041	0.001547	-0.000264	-0.001449	0.000098	-0.000465	-0.002375	-0.001255	0.001740	0.001872	-0.000597	-0.001222	-0.000136
-0.000362	0.002107	-0.000889	-0.006716	0.005991	0.008263	-0.008264	-0.003589	-0.001317	0.001185	0.002798	0.002271	0.001547	0.000131	-0.001515	-0.000033	-0.000235	-0.002243	-0.001552	0.001378	0.002037	-0.000301	-0.001321	-0.000333
-0.000297	0.002041	-0.000428	-0.006914	0.004510	0.009777	-0.007572	-0.004050	-0.001712	0.000790	0.002600	0.002403	0.001580	0.000461	-0.001548	-0.000099	-0.000004	-0.002111	-0.001782	0.001016	0.002168	-0.000004	-0.001354	-0.000531
-0.000264	0.001942	-0.000066	-0.006848	0.002897	0.010996	-0.006651	-0.004511	-0.002009	0.000362	0.002238	0.002600	0.001613	0.000757	-0.001548	-0.000297	0.000160	-0.001848	-0.001947	0.000621	0.002168	0.000259	-0.001288	-0.000761
-0.000198	0.001777	0.000263	-0.006618	0.001349	0.011852	-0.005465	-0.004906	-0.002338	-0.000066	0.002008	0.002732	0.001679	0.001020	-0.001383	-0.000461	0.000325	-0.001650	-0.002078	0.000160	0.002201	0.000555	-0.001255	-0.000860
-0.000099	0.001547	0.000559	-0.006223	-0.000132	0.012444	-0.004116	-0.005367	-0.002601	-0.000494	0.001712	0.002765	0.001745	0.001251	-0.001284	-0.000626	0.000391	-0.001420	-0.002210	-0.000202	0.002037	0.000786	-0.001124	-0.001058
-0.000000	0.001349	0.000921	-0.005729	-0.001548	0.012675	-0.002568	-0.005795	-0.002766	-0.000889	0.001415	0.002831	0.001810	0.001448	-0.001021	-0.000725	0.000457	-0.001222	-0.002276	-0.000564	0.001971	0.001082	-0.000959	-0.001124
0.000131	0.001086	0.001119	-0.005103	-0.002799	0.012642	-0.000889	-0.006091	-0.003029	-0.001284	0.001086	0.002831	0.001975	0.001613	-0.000725	-0.000922	0.000490	-0.000959	-0.002276	-0.000893	0.001708	0.001312	-0.000761	-0.001222
0.000230	0.000823	0.001349	-0.004379	-0.003885	0.012214	0.000889	-0.006354	-0.003161	-0.001646	0.000823	0.002765	0.002074	0.001679	-0.000330	-0.001021	0.000457	-0.000663	-0.002243	-0.001222	0.001477	0.001444	-0.000531	-0.001189
0.000362	0.000625	0.001547	-0.003589	-0.004807	0.011424	0.002798	-0.006519	-0.003260	-0.001910	0.000559	0.002633	0.002238	0.001777	-0.000033	-0.001087	0.000358	-0.000465	-0.002111	-0.001486	0.001181	0.001609	-0.000301	-0.001288
0.000395	0.000362	0.001712	-0.002865	-0.005630	0.010403	0.004642	-0.006552	-0.003457	-0.002206	0.000296	0.002502	0.002370	0.001810	0.000395	-0.001153	0.000325	-0.000235	-0.001947	-0.001683	0.000885	0.001642	-0.000004	-0.001288
0.000493	0.000131	0.001777	-0.002074	-0.006124	0.009152	0.006321	-0.006453	-0.003556	-0.002469	-0.000033	0.002304	0.002469	0.001843	0.000790	-0.001120	0.000160	-0.000070	-0.001782	-0.001881	0.000555	0.001675	0.000226	-0.001189
0.000526	-0.000033	0.001810	-0.001284	-0.006453	0.007638	0.008033	-0.006091	-0.003688	-0.002667	-0.000297	0.002041	0.002535	0.001942	0.001119	-0.001021	-0.000004	0.000160	-0.001617	-0.002012	0.000160	0.001609	0.000490	-0.001058
0.000559	-0.000165	0.001843	-0.000593	-0.006585	0.006057	0.009415	-0.005630	-0.003786	-0.002865	-0.000494	0.001777	0.002633	0.001843	0.001415	-0.000955	-0.000103	0.000292	-0.001387	-0.002144	-0.000136	0.001477	0.000720	-0.000926
0.000625	-0.000264	0.001745	0.000066	-0.006552	0.004345	0.010568	-0.005037	-0.003951	-0.003029	-0.000790	0.001382	0.002633	0.001942	0.001777	-0.000790	-0.000301	0.000391	-0.001189	-0.002177	-0.000498	0.001378	0.000885	-0.000761
0.000625	-0.000297	0.001646	0.000691	-0.006387	0.002600	0.011522	-0.004181	-0.004017	-0.003161	-0.001054	0.001119	0.002633	0.001942	0.001942	-0.000560	-0.000465	0.000424	-0.000992	-0.002210	-0.000860	0.001214	0.000983	-0.000597
0.000592	-0.000395	0.001547	0.001251	-0.006124	0.000889	0.012115	-0.003161	-0.004017	-0.003260	-0.001350	0.000823	0.002568	0.001975	0.002074	-0.000330	-0.000498	0.000522	-0.000794	-0.002177	-0.001156	0.000983	0.001115	-0.000366
0.000559	-0.000428	0.001415	0.001777	-0.005696	-0.000790	0.012411	-0.002009	-0.004050	-0.003358	-0.001581	0.000428	0.002469	0.002041	0.002107	-0.000066	-0.000630	0.000522	-0.000564	-0.002111	-0.001486	0.000753	0.001181	-0.000169
0.000493	-0.000395	0.001218	0.002173	-0.005235	-0.002305	0.012378	-0.000626	-0.004116	-0.003424	-0.001778	0.000098	0.002304	0.002041	0.002107	0.000197	-0.000761	0.000522	-0.000432	-0.001979	-0.001716	0.000490	0.001181	0.000029
0.000395	-0.000461	0.000987	0.002502	-0.004642	-0.003688	0.012049	0.000823	-0.004116	-0.003358	-0.002041	-0.000165	0.002140	0.002074	0.002107	0.000526	-0.000729	0.000457	-0.000268	-0.001848	-0.001947	0.000226	0.001181	0.000226
0.000296	-0.000428	0.000823	0.002831	-0.003984	-0.004906	0.011358	0.002271	-0.004083	-0.003325	-0.002239	-0.000494	0.001876	0.002041	0.002074	0.000790	-0.000794	0.000391	-0.000103	-0.001683	-0.002078	-0.000070	0.001049	0.000391
0.000230	-0.000395	0.000625	0.002963	-0.003293	-0.005926	0.010370	0.003819	-0.003951	-0.003325	-0.002437	-0.000692	0.001646	0.002041	0.002041	0.001053	-0.000794	0.000325	0.000094	-0.001519	-0.002144	-0.000301	0.000950	0.000555
0.000098	-0.000395	0.000493	0.003160	-0.002535	-0.006716	0.009119	0.005366	-0.003786	-0.003194	-0.002634	-0.000922	0.001349	0.002008	0.002008	0.001251	-0.000729	0.000127	0.000193	-0.001321	-0.002276	-0.000531	0.000852	0.000753
-0.000000	-0.000330	0.000362	0.003259	-0.001811	-0.007309	0.007670	0.006782	-0.003523	-0.003062	-0.002799	-0.001120	0.001053	0.001942	0.001942	0.001514	-0.000597	-0.000037	0.000325	-0.001091	-0.002243	-0.000761	0.000654	0.000819
-0.000066	-0.000362	0.000164	0.003259	-0.001120	-0.007671	0.006123	0.008131	-0.003194	-0.002930	-0.002897	-0.001317	0.000724	0.001876	0.001942	0.001613	-0.000498	-0.000169	0.000358	-0.000893	-0.002210	-0.001058	0.000424	0.000950
-0.000231	-0.000264	0.000098	0.003226	-0.000428	-0.007836	0.004280	0.009317	-0.002667	-0.002700	-0.003095	-0.001449	0.000395	0.001679	0.001942	0.001810	-0.000333	-0.000235	0.000391	-0.000729	-0.002078	-0.001255	0.000292	0.001016
-0.000330	-0.000264	-0.000033	0.003061	0.000197	-0.007803	0.002568	0.010238	-0.002107	-0.002535	-0.003161	-0.001614	0.000033	0.001547	0.002008	0.001843	-0.000169	-0.000432	0.000424	-0.000531	-0.001947	-0.001453	0.000062	0.000983
-0.000395	-0.000231	-0.000066	0.002831	0.000856	-0.007572	0.000790	0.010996	-0.001317	-0.002371	-0.003260	-0.001811	-0.000297	0.001382	0.002041	0.001942	-0.000004	-0.000498	0.000424	-0.000301	-0.001815	-0.001650	-0.000169	0.000983
-0.000428	-0.000198	-0.000165	0.002535	0.001415	-0.007243	-0.000955	0.011424	-0.000494	-0.002173	-0.003293	-0.002041	-0.000626	0.001152	0.002074	0.001942	0.000259	-0.000597	0.000391	-0.000169	-0.001584	-0.001716	-0.000366	0.000852
-0.000461	-0.000231	-0.000165	0.002238	0.001876	-0.006749	-0.002601	0.011522	0.000526	-0.001910	-0.003325	-0.002173	-0.000823	0.000954	0.002074	0.001942	0.000424	-0.000696	0.000325	-0.000004	-0.001420	-0.001848	-0.000564	0.000786
-0.000461	-0.000132	-0.000132	0.001843	0.002370	-0.006058	-0.004181	0.011424	0.001613	-0.001712	-0.003325	-0.002371	-0.001153	0.000724	0.002074	0.002008	0.000588	-0.000663	0.000292	0.000062	-0.001222	-0.001947	-0.000794	0.000621
-0.000527	-0.000132	-0.000099	0.001382	0.002732	-0.005268	-0.005531	0.010930	0.002765	-0.001515	-0.003227	-0.002469	-0.001350	0.000493	0.002008	0.001975	0.000753	-0.000696	0.000226	0.000127	-0.000992	-0.001881	-0.000959	0.000490
-0.000494	-0.000099	-0.000099	0.001020	0.002963	-0.004445	-0.006749	0.010205	0.003983	-0.001284	-0.003095	-0.002601	-0.001581	0.000230	0.001909	0.001909	0.000950	-0.000630	0.000094	0.000127	-0.000794	-0.001881	-0.001091	0.000259
-0.000428	-0.000033	-0.000099	0.000592	0.003193	-0.003556	-0.007704	0.009152	0.005201	-0.001087	-0.002930	-0.002700	-0.001811	-0.000066	0.001745	0.001909	0.001082	-0.000531	0.000062	0.000226	-0.000531	-0.001848	-0.001288	0.000127
-0.000395	-0.000000	-0.000132	0.000164	0.003226	-0.002601	-0.008560	0.007934	0.006288	-0.000823	-0.002667	-0.002733	-0.001976	-0.000264	0.001547	0.001909	0.001181	-0.000399	-0.000037	0.000259	-0.000432	-0.001749	-0.001354	-0.000037
-0.000362	-0.000000	-0.000132	-0.000165	0.003292	-0.001679	-0.009087	0.006485	0.007374	-0.000494	-0.002338	-0.002766	-0.002074	-0.000527	0.001317	0.001843	0.001345	-0.000301	-0.000103	0.000292	-0.000235	-0.001650	-0.001453	-0.000301
-0.000297	0.000066	-0.000198	-0.000494	0.003259	-0.000790	-0.009284	0.004839	0.008329	-0.000165	-0.002041	-0.002766	-0.002239	-0.000758	0.001053	0.001843	0.001411	-0.000070	-0.000235	0.000259	-0.000136	-0.001486	-0.001584	-0.000498
-0.000198	0.000066	-0.000231	-0.000790	0.003193	0.000098	-0.009383	0.003160	0.009185	0.000263	-0.001646	-0.002766	-0.002305	-0.000922	0.000790	0.001810	0.001477	0.000160	-0.000268	0.000292	-0.000004	-0.001321	-0.001584	-0.000630
-0.000099	0.000098	-0.000264	-0.001021	0.002963	0.000856	-0.009218	0.001415	0.009777	0.000757	-0.001218	-0.002733	-0.002404	-0.001120	0.000526	0.001679	0.001543	0.000259	-0.000366	0.000259	0.000029	-0.001091	-0.001552	-0.000794
-0.000000	0.000131	-0.000297	-0.001120	0.002765	0.001481	-0.008790	-0.000395	0.010173	0.001284	-0.000790	-0.002601	-0.002437	-0.001284	0.000197	0.001547	0.001642	0.000522	-0.000366	0.000259	0.000127	-0.000926	-0.001552	-0.000926
0.000098	0.000164	-0.000297	-0.001218	0.002403	0.002107	-0.008264	-0.002173	0.010304	0.001909	-0.000362	-0.002469	-0.002437	-0.001416	-0.000033	0.001415	0.001642	0.000720	-0.000432	0.000259	0.000160	-0.000696	-0.001453	-0.001025
0.000131	0.000230	-0.000297	-0.001284	0.002074	0.002633	-0.007375	-0.003786	0.010173	0.002535	0.000033	-0.002371	-0.002437	-0.001581	-0.000297	0.001251	0.001708	0.000852	-0.000333	0.000226	0.000193	-0.000498	-0.001453	-0.001156
0.000263	0.000230	-0.000330	-0.001284	0.001613	0.002996	-0.006420	-0.005334	0.009843	0.003226	0.000461	-0.002206	-0.002404	-0.001679	-0.000527	0.001086	0.001708	0.000983	-0.000301	0.000259	0.000193	-0.000366	-0.001321	-0.001222
0.000362	0.000230	-0.000362	-0.001251	0.001251	0.003325	-0.005367	-0.006683	0.009119	0.003983	0.000823	-0.002009	-0.002371	-0.001844	-0.000725	0.000823	0.001740	0.001148	-0.000169	0.000226	0.000226	-0.000136	-0.001222	-0.001288
0.000461	0.000263	-0.000395	-0.001186	0.000823	0.003489	-0.004247	-0.007836	0.008263	0.004675	0.001185	-0.001811	-0.002272	-0.001943	-0.000889	0.000625	0.001773	0.001214	-0.000070	0.000226	0.000193	-0.000037	-0.001058	-0.001189
0.000526	0.000230	-0.000428	-0.001054	0.000461	0.003654	-0.003029	-0.008692	0.007111	0.005399	0.001415	-0.001548	-0.002173	-0.002009	-0.001021	0.000395	0.001773	0.001312	0.000127	0.000160	0.000259	0.000062	-0.000893	-0.001222
0.000625	0.000296	-0.000461	-0.001021	-0.000000	0.003687	-0.001844	-0.009383	0.005761	0.006057	0.001745	-0.001251	-0.002107	-0.002107	-0.001186	0.000131	0.001740	0.001411	0.000292	0.000127	0.000259	0.000193	-0.000729	-0.001189
0.000691	0.000263	-0.000428	-0.000856	-0.000395	0.003654	-0.000758	-0.009811	0.004280	0.006683	0.002074	-0.000856	-0.001976	-0.002206	-0.001284	-0.000165	0.001708	0.001378	0.000391	0.000160	0.000292	0.000193	-0.000630	-0.001156
0.000757	0.000230	-0.000428	-0.000725	-0.000790	0.003522	0.000362	-0.009976	0.002568	0.007210	0.002337	-0.000461	-0.001877	-0.002239	-0.001449	-0.000362	0.001543	0.001477	0.000555	0.000160	0.000325	0.000292	-0.000432	-0.001058
0.000790	0.000263	-0.000330	-0.000593	-0.001021	0.003325	0.001382	-0.009910	0.000889	0.007539	0.002535	-0.000033	-0.001712	-0.002239	-0.001515	-0.000527	0.001345	0.001477	0.000720	0.000193	0.000358	0.000325	-0.000301	-0.000959
0.000823	0.000230	-0.000297	-0.000527	-0.001218	0.003127	0.002304	-0.009646	-0.000889	0.007769	0.002798	0.000395	-0.001581	-0.002239	-0.001646	-0.000790	0.001181	0.001576	0.000852	0.000160	0.000391	0.000325	-0.000169	-0.000860
0.000823	0.000164	-0.000264	-0.000428	-0.001482	0.002798	0.003061	-0.009021	-0.002601	0.007868	0.002996	0.000823	-0.001482	-0.002140	-0.001712	-0.000889	0.000917	0.001642	0.000983	0.000193	0.000358	0.000358	-0.000070	-0.000729
0.000790	0.000197	-0.000198	-0.000264	-0.001614	0.002469	0.003720	-0.008363	-0.004346	0.007736	0.003259	0.001284	-0.001186	-0.002009	-0.001778	-0.001054	0.000720	0.001675	0.001082	0.000226	0.000391	0.000391	0.000062	-0.000597
0.000757	0.000131	-0.000099	-0.000198	-0.001679	0.002140	0.004214	-0.007441	-0.005959	0.007407	0.003424	0.001745	-0.000955	-0.001976	-0.001877	-0.001153	0.000457	0.001675	0.001115	0.000259	0.000391	0.000424	0.000127	-0.000498
0.000658	0.000033	-0.000033	-0.000099	-0.001712	0.001712	0.004675	-0.006420	-0.007375	0.006880	0.003621	0.002140	-0.000692	-0.001811	-0.001943	-0.001284	0.000160	0.001576	0.001181	0.000325	0.000292	0.000424	0.000259	-0.000366
0.000592	-0.000000	0.000066	-0.000066	-0.001614	0.001349	0.004872	-0.005301	-0.008560	0.006189	0.003852	0.002535	-0.000428	-0.001614	-0.002041	-0.001350	-0.000070	0.001642	0.001312	0.000424	0.000292	0.000490	0.000292	-0.000235
0.000559	-0.000033	0.000098	0.000033	-0.001548	0.000921	0.004971	-0.004181	-0.009581	0.005267	0.004049	0.002831	-0.000165	-0.001482	-0.001976	-0.001449	-0.000301	0.001543	0.001280	0.000522	0.000292	0.000522	0.000358	-0.000103
0.000493	-0.000099	0.000197	0.000164	-0.001350	0.000526	0.005037	-0.002897	-0.010272	0.004148	0.004247	0.003094	0.000066	-0.001284	-0.002041	-0.001482	-0.000564	0.001444	0.001345	0.000522	0.000259	0.000490	0.000391	0.000029
0.000362	-0.000132	0.000263	0.000230	-0.001218	0.000197	0.004872	-0.001712	-0.010766	0.002864	0.004477	0.003259	0.000461	-0.001120	-0.002074	-0.001614	-0.000729	0.001280	0.001378	0.000621	0.000226	0.000588	0.000391	0.000094
0.000164	-0.000132	0.000296	0.000230	-0.000955	-0.000132	0.004740	-0.000494	-0.010897	0.001547	0.004609	0.003358	0.000790	-0.000922	-0.002009	-0.001581	-0.000992	0.001016	0.001444	0.000654	0.000226	0.000555	0.000391	0.000160
0.000098	-0.000099	0.000428	0.000296	-0.000758	-0.000428	0.004411	0.000757	-0.010865	0.000098	0.004707	0.003489	0.001152	-0.000725	-0.001943	-0.001646	-0.001189	0.000819	0.001444	0.000720	0.000259	0.000588	0.000391	0.000127
-0.000066	-0.000066	0.000362	0.000296	-0.000527	-0.000692	0.004082	0.001876	-0.010470	-0.001482	0.004806	0.003489	0.001481	-0.000626	-0.001877	-0.001679	-0.001354	0.000588	0.001444	0.000819	0.000259	0.000588	0.000457	0.000193
-0.000165	-0.000033	0.000362	0.000395	-0.000330	-0.000955	0.003720	0.002864	-0.009943	-0.003029	0.004773	0.003456	0.001876	-0.000461	-0.001745	-0.001745	-0.001519	0.000259	0.001411	0.000885	0.000358	0.000522	0.000457	0.000226
-0.000297	0.000033	0.000362	0.000329	-0.000165	-0.001120	0.003292	0.003753	-0.009087	-0.004544	0.004740	0.003391	0.002205	-0.000264	-0.001614	-0.001679	-0.001584	-0.000037	0.001411	0.000885	0.000391	0.000490	0.000457	0.000226
-0.000395	0.000098	0.000362	0.000362	0.000033	-0.001284	0.002831	0.004609	-0.008066	-0.005926	0.004510	0.003292	0.002535	-0.000066	-0.001416	-0.001745	-0.001716	-0.000333	0.001378	0.000917	0.000490	0.000457	0.000490	0.000193
-0.000527	0.000230	0.000329	0.000329	0.000164	-0.001383	0.002370	0.005234	-0.006914	-0.007243	0.004214	0.003160	0.002831	0.000131	-0.001218	-0.001712	-0.001749	-0.000630	0.001312	0.001016	0.000522	0.000457	0.000490	0.000193
-0.000560	0.000296	0.000296	0.000329	0.000263	-0.001449	0.001843	0.005695	-0.005531	-0.008330	0.003852	0.003028	0.003094	0.000362	-0.001054	-0.001679	-0.001881	-0.000893	0.001214	0.001016	0.000687	0.000358	0.000522	0.000193
-0.000659	0.000362	0.000296	0.000296	0.000362	-0.001449	0.001349	0.006090	-0.004083	-0.009317	0.003325	0.002963	0.003325	0.000658	-0.000823	-0.001679	-0.001881	-0.001156	0.001115	0.001115	0.000654	0.000391	0.000522	0.000160
-0.000725	0.000362	0.000230	0.000230	0.000362	-0.001383	0.000856	0.006321	-0.002601	-0.010009	0.002600	0.002864	0.003489	0.000889	-0.000659	-0.001614	-0.001914	-0.001354	0.000917	0.001181	0.000753	0.000358	0.000490	0.000160
-0.000725	0.000362	0.000230	0.000230	0.000461	-0.001284	0.000395	0.006419	-0.001087	-0.010470	0.001843	0.002732	0.003555	0.001119	-0.000461	-0.001548	-0.001881	-0.001552	0.000786	0.001214	0.000819	0.000457	0.000522	0.000160
-0.000725	0.000428	0.000230	0.000164	0.000493	-0.001153	-0.000066	0.006321	0.000362	-0.010700	0.000921	0.002600	0.003588	0.001448	-0.000231	-0.001449	-0.001848	-0.001683	0.000555	0.001214	0.000819	0.000424	0.000490	0.000226
-0.000659	0.000395	0.000230	0.000164	0.000493	-0.000955	-0.000494	0.006123	0.001745	-0.010568	-0.000099	0.002469	0.003522	0.001679	-0.000066	-0.001350	-0.001815	-0.001749	0.000259	0.001214	0.000819	0.000522	0.000555	0.000193
-0.000626	0.000395	0.000230	0.000098	0.000526	-0.000758	-0.000823	0.005794	0.003094	-0.010206	-0.001186	0.002370	0.003424	0.001975	0.000164	-0.001284	-0.001782	-0.001881	-0.000004	0.001214	0.000917	0.000621	0.000490	0.000226
-0.000593	0.000329	0.000230	0.000066	0.000461	-0.000560	-0.001186	0.005366	0.004378	-0.009581	-0.002272	0.002238	0.003358	0.002271	0.000395	-0.001153	-0.001716	-0.001914	-0.000301	0.001181	0.000852	0.000654	0.000490	0.000259
-0.000494	0.000230	0.000197	0.000066	0.000461	-0.000362	-0.001449	0.004872	0.005465	-0.008692	-0.003424	0.002140	0.003160	0.002502	0.000559	-0.001021	-0.001617	-0.001947	-0.000564	0.001214	0.000885	0.000720	0.000522	0.000358
-0.000428	0.000098	0.000263	0.000033	0.000461	-0.000165	-0.001646	0.004312	0.006419	-0.007638	-0.004576	0.001975	0.002897	0.002666	0.000757	-0.000889	-0.001552	-0.001881	-0.000794	0.001082	0.000885	0.000786	0.000555	0.000325
-0.000330	-0.000033	0.000197	0.000033	0.000395	0.000033	-0.001844	0.003654	0.007111	-0.006354	-0.005663	0.001810	0.002633	0.002864	0.000987	-0.000692	-0.001453	-0.001881	-0.001025	0.000983	0.000819	0.000819	0.000490	0.000424
-0.000264	-0.000099	0.000131	0.000098	0.000395	0.000164	-0.001910	0.002963	0.007670	-0.005037	-0.006651	0.001547	0.002370	0.002996	0.001251	-0.000527	-0.001354	-0.001815	-0.001255	0.000852	0.000819	0.000786	0.000555	0.000457
-0.000165	-0.000132	0.000098	0.000131	0.000329	0.000329	-0.001976	0.002337	0.008000	-0.003490	-0.007605	0.001284	0.002074	0.003094	0.001481	-0.000330	-0.001222	-0.001782	-0.001453	0.000687	0.000819	0.000819	0.000555	0.000457
-0.000066	-0.000330	0.000033	0.000164	0.000296	0.000362	-0.002009	0.001613	0.008098	-0.001943	-0.008297	0.000987	0.001810	0.003094	0.001679	-0.000165	-0.001124	-0.001716	-0.001584	0.000522	0.000786	0.000819	0.000621	0.000588
0.000033	-0.000330	0.000033	0.000263	0.000230	0.000461	-0.001943	0.000954	0.008033	-0.000428	-0.008856	0.000559	0.001481	0.003127	0.001942	0.000033	-0.000959	-0.001617	-0.001716	0.000358	0.000753	0.000753	0.000654	0.000654
0.000131	-0.000395	-0.000000	0.000230	0.000164	0.000493	-0.001844	0.000197	0.007802	0.001152	-0.009218	0.000033	0.001284	0.003028	0.002107	0.000230	-0.000860	-0.001486	-0.001782	0.000094	0.000753	0.000720	0.000720	0.000720
0.000230	-0.000461	-0.000099	0.000296	0.000098	0.000395	-0.001646	-0.000428	0.007374	0.002666	-0.009317	-0.000527	0.001020	0.002996	0.002370	0.000428	-0.000729	-0.001420	-0.001815	-0.000136	0.000720	0.000687	0.000753	0.000753
0.000263	-0.000494	-0.000099	0.000230	0.000066	0.000395	-0.001482	-0.001054	0.006782	0.004082	-0.009186	-0.001218	0.000790	0.002798	0.002568	0.000625	-0.000564	-0.001354	-0.001881	-0.000399	0.000654	0.000588	0.000852	0.000852
0.000329	-0.000527	-0.000132	0.000296	0.000033	0.000395	-0.001284	-0.001679	0.006123	0.005333	-0.008856	-0.001976	0.000526	0.002502	0.002699	0.000856	-0.000498	-0.001189	-0.001815	-0.000696	0.000588	0.000522	0.000885	0.000852
0.000329	-0.000560	-0.000198	0.000329	-0.000000	0.000263	-0.001054	-0.002140	0.005366	0.006419	-0.008231	-0.002700	0.000362	0.002304	0.002831	0.001053	-0.000366	-0.001091	-0.001782	-0.000926	0.000555	0.000457	0.000885	0.000917
0.000395	-0.000494	-0.000231	0.000263	-0.000033	0.000230	-0.000823	-0.002535	0.004477	0.007407	-0.007474	-0.003523	0.000098	0.002041	0.002930	0.001251	-0.000202	-0.000959	-0.001749	-0.001156	0.000490	0.000391	0.000852	0.000983
0.000461	-0.000527	-0.000297	0.000230	-0.000066	0.000164	-0.000626	-0.002930	0.003522	0.008098	-0.006420	-0.004346	-0.000033	0.001679	0.002930	0.001481	-0.000037	-0.000827	-0.001650	-0.001387	0.000391	0.000358	0.000852	0.001049
0.000493	-0.000395	-0.000330	0.000230	-0.000099	0.000098	-0.000494	-0.003227	0.002568	0.008658	-0.005334	-0.005136	-0.000264	0.001349	0.002897	0.001745	0.000029	-0.000729	-0.001584	-0.001552	0.000226	0.000325	0.000819	0.001016
0.000493	-0.000362	-0.000362	0.000230	-0.000132	0.000098	-0.000297	-0.003358	0.001580	0.008922	-0.003951	-0.005860	-0.000428	0.001086	0.002864	0.001942	0.000193	-0.000630	-0.001486	-0.001716	0.000160	0.000292	0.000786	0.001016
0.000493	-0.000264	-0.000297	0.000131	-0.000165	0.000033	-0.000132	-0.003490	0.000658	0.008954	-0.002535	-0.006585	-0.000659	0.000724	0.002765	0.002140	0.000325	-0.000498	-0.001321	-0.001782	-0.000037	0.000325	0.000654	0.001016
